UsageClass,CheckoutType,MaterialType,CheckoutYear,CheckoutMonth,Checkouts,Title,ISBN,Creator,Subjects,Publisher,PublicationYear
Physical,Horizon,BOOK,2019,12,14,Ada Twist and the perilous pants / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Humorous stories","Amulet Books,",2019.
Physical,Horizon,BOOK,2019,12,18,"Rosie Revere, engineer / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme Juvenile fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2013.
Digital,OverDrive,AUDIOBOOK,2019,12,7,"Ada Twist and the Perilous Pants: Questioneers Series, Book 2 (unabridged) (Unabridged)",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction","Dreamscape Media, LLC",2019
Digital,OverDrive,EBOOK,2019,12,2,"Ada Magnífica, científica",NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2019
Digital,OverDrive,AUDIOBOOK,2019,12,4,"Rosie Revere and the Raucous Riveters: Questioneers Series, Book 1 (unabridged) (Unabridged)",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2019,12,2,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Digital,OverDrive,EBOOK,2019,12,4,"Ada Twist, Scientist",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2016
Physical,Horizon,SOUNDDISC,2019,12,2,Rosie Revere and the Raucous Riveters / by Andrea Beaty.,NA,"Beaty, Andrea","Engineers Fiction, Women engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Childrens audiobooks, Audiobooks","Dreamscape Media, LLC,",[2018]
Physical,Horizon,BOOK,2019,12,6,Rosie Revere's big project book for bold engineers / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Inventions Juvenile literature, Handicraft Juvenile literature, Engineering Juvenile literature","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2019,12,33,"Ada Twist, scientist / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme, Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2016.
Physical,Horizon,BOOK,2019,12,1,Fluffy bunnies 2 : the Schnoz of Doom / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Juvenile fiction, Smell Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Juvenile fiction, Humorous stories, Humorous fiction","Amulet Books,",[2015]
Physical,Horizon,BOOK,2019,12,38,"Sofia Valdez, future prez / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme, Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Picture books","Abrams Books for Young Readers,",2019.
Physical,Horizon,BOOK,2019,12,2,"Pedro Perfecto, arquitecto / Andrea Beaty ; ilustraciones de David Roberts ; Maria Serna Aguirre, por la traducción ; adaptación para esta edición: Yanitizia Canetti.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, Architects Juvenile fiction, Spanish language materials, Stories in rhyme, Picture books","Beascoa,",2019.
Physical,Horizon,BOOK,2019,12,3,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Digital,OverDrive,EBOOK,2019,12,3,"Rosie Revere, Engineer",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2014
Physical,Horizon,BOOK,2019,12,3,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Physical,Horizon,BOOK,2019,12,3,"Ada Magnífica, científica / Andrea Beaty ; illustraciones de David Roberts.",NA,"Beaty, Andrea","Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials","Beascoa,",2018.
Physical,Horizon,BOOK,2019,12,3,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2020,1,4,"Ada Magnífica, científica / Andrea Beaty ; illustraciones de David Roberts.",NA,"Beaty, Andrea","Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials","Beascoa,",2018.
Physical,Horizon,BOOK,2020,1,2,"Sofía Valdez, presidenta tal vez / Andrea Beaty ; ilustraciones de David Roberts.",NA,"Beaty, Andrea","Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Spanish language materials, Stories in rhyme","Henry N. Abrams, Incorporated,",2019.
Physical,Horizon,BOOK,2020,1,2,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2020,1,6,Iggy Peck's big project book for amazing architects / by Andrea Beaty ; illustrations by David Roberts.,NA,"Beaty, Andrea","Architecture Juvenile literature, Creative activities and seat work","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2020,1,1,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Digital,OverDrive,AUDIOBOOK,2020,1,4,"Rosie Revere and the Raucous Riveters: Questioneers Series, Book 1 (unabridged) (Unabridged)",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2020,1,2,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Physical,Horizon,BOOK,2020,1,4,Happy birthday Madame Chapeau / words by Andrea Beatty ; pictures by David Roberts.,NA,"Beaty, Andrea","Hats Juvenile fiction, Millinery Juvenile fiction, Birthdays Juvenile fiction, Friendship Juvenile fiction","Abrams Books for Young Readers,",2014.
Physical,Horizon,BOOK,2020,1,43,"Ada Twist, scientist / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme, Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2016.
Physical,Horizon,BOOK,2020,1,27,"Rosie Revere, engineer / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme Juvenile fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2013.
Physical,Horizon,BOOK,2020,1,17,Rosie Revere and the Raucous Riveters / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Engineers Fiction, Inventions Fiction, Failure Psychology Fiction, Perseverance Ethics Fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Amulet Books,",2018.
Physical,Horizon,BOOK,2020,1,31,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Digital,OverDrive,EBOOK,2020,1,1,"Pedro Perfecto, arquitecto",NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2019
Physical,Horizon,BOOK,2020,1,6,Rosie Revere's big project book for bold engineers / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Inventions Juvenile literature, Handicraft Juvenile literature, Engineering Juvenile literature","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2020,1,2,Firefighter Ted / by Andrea Beaty ; and Pascal Lemaitre.,NA,"Beaty, Andrea","Fire fighters Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2009.
Digital,OverDrive,EBOOK,2020,1,3,"Rosie Revere, Engineer",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2014
Physical,Horizon,BOOK,2020,1,47,"Sofia Valdez, future prez / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme, Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Picture books","Abrams Books for Young Readers,",2019.
Digital,OverDrive,EBOOK,2020,1,1,"Ada Magnífica, científica",NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2019
Digital,OverDrive,EBOOK,2020,1,2,Rosie Revere and the Raucous Riveters: The Questioneers Book #1,NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2018
Physical,Horizon,BOOK,2020,1,1,"Hush, Baby Ghostling / by Andrea Beaty ; and [illustrated by] Pascal Lemaitre.",NA,"Beaty, Andrea","Bedtime Juvenile fiction, Ghosts Fiction, Mother and child Juvenile fiction, Monsters Juvenile fiction","Margaret K. McElderry Books,",[2009]
Physical,Horizon,BOOK,2020,1,12,Ada Twist and the perilous pants / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Humorous stories","Amulet Books,",2019.
Physical,Horizon,BOOK,2020,1,1,"Pedro Perfecto, arquitecto / Andrea Beaty ; ilustraciones de David Roberts ; Maria Serna Aguirre, por la traducción ; adaptación para esta edición: Yanitizia Canetti.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, Architects Juvenile fiction, Spanish language materials, Stories in rhyme, Picture books","Beascoa,",2019.
Digital,OverDrive,EBOOK,2020,1,3,"Sofia Valdez, Future Prez",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature",ABRAMS,2019
Physical,Horizon,SOUNDDISC,2020,1,3,Ada Twist and the perilous pants / Andrea Beaty.,NA,"Beaty, Andrea","Questions and answers Juvenile fiction, Scientists Juvenile fiction, Humorous fiction","Dreamscape Media, LLC,",[2019]
Physical,Horizon,BOOK,2020,1,5,"Rosa Pionera, ingeniera / Andrea Beaty ; ilustraciones de David Roberts ; [Maria Serna Aguirre, por la traducción].",NA,"Beaty, Andrea","Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials, Stories in rhyme","BEASCOA,",2018.
Digital,OverDrive,EBOOK,2020,1,2,Ada Twist and the Perilous Pants: The Questioneers Book #2,NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2019
Physical,Horizon,SOUNDDISC,2020,1,1,Rosie Revere and the Raucous Riveters / by Andrea Beaty.,NA,"Beaty, Andrea","Engineers Fiction, Women engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Childrens audiobooks, Audiobooks","Dreamscape Media, LLC,",[2018]
Digital,OverDrive,EBOOK,2020,1,2,Rosie Revere's Big Project Book for Bold Engineers,NA,Andrea Beaty,"Art, Games, Juvenile Nonfiction, Study Aids & Workbooks",ABRAMS,2017
Digital,OverDrive,EBOOK,2020,1,3,"Ada Twist, Scientist",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2016
Physical,Horizon,BOOK,2020,1,1,Artist Ted / by Andrea Beaty and Pascal Lemaitre [illustrator].,NA,"Beaty, Andrea","Artists Juvenile fiction, Schools Fiction, Imagination Fiction, Humorous stories","Margaret K. McElderry Books,",2012.
Digital,OverDrive,AUDIOBOOK,2020,1,5,"Ada Twist and the Perilous Pants: Questioneers Series, Book 2 (unabridged) (Unabridged)",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction","Dreamscape Media, LLC",2019
Digital,OverDrive,EBOOK,2020,1,1,"Rosa Pionera, ingeniera",NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2019
Physical,Horizon,BOOK,2020,2,4,"Sofía Valdez, presidenta tal vez / Andrea Beaty ; ilustraciones de David Roberts.",NA,"Beaty, Andrea","Determination Personality trait Juvenile fiction, Parks Juvenile fiction, Hispanic Americans Juvenile fiction, Spanish language materials, Stories in rhyme","Henry N. Abrams, Incorporated,",2019.
Digital,OverDrive,EBOOK,2020,2,3,"Ada Twist, Scientist",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2016
Physical,Horizon,SOUNDDISC,2020,2,2,Rosie Revere and the Raucous Riveters / by Andrea Beaty.,NA,"Beaty, Andrea","Engineers Fiction, Women engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Childrens audiobooks, Audiobooks","Dreamscape Media, LLC,",[2018]
Digital,OverDrive,EBOOK,2020,2,2,Rosie Revere and the Raucous Riveters: The Questioneers Book #1,NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2018
Physical,Horizon,BOOK,2020,2,1,"Rosa Pionera, ingeniera / Andrea Beaty ; ilustraciones de David Roberts ; [Maria Serna Aguirre, por la traducción].",NA,"Beaty, Andrea","Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials, Stories in rhyme","BEASCOA,",2018.
Digital,OverDrive,AUDIOBOOK,2020,2,6,"Ada Twist and the Perilous Pants: Questioneers Series, Book 2 (unabridged) (Unabridged)",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction","Dreamscape Media, LLC",2019
Physical,Horizon,BOOK,2020,2,2,Attack of the fluffy bunnies / written by Andrea Beaty ; illustrated by Dan Santat.,NA,"Beaty, Andrea","Extraterrestrial beings Fiction, Camps Juvenile fiction, Twins Juvenile fiction, Brothers and sisters Fiction, Humorous stories","Amulet Books,",2010.
Physical,Horizon,BOOK,2020,2,2,Doctor Ted / by Andrea Beaty and [illustrator] Pascal Lemaître.,NA,"Beaty, Andrea","Physicians Juvenile fiction, Medical fiction, Imagination Fiction","Margaret K. McElderry Books,",2008.
Physical,Horizon,BOOK,2020,2,1,Iggy Peck's big project book for amazing architects / by Andrea Beaty ; illustrations by David Roberts.,NA,"Beaty, Andrea","Architecture Juvenile literature, Creative activities and seat work","Abrams Books for Young Readers,",2017.
Physical,Horizon,BOOK,2020,2,3,"Pedro Perfecto, arquitecto / Andrea Beaty ; ilustraciones de David Roberts ; Maria Serna Aguirre, por la traducción ; adaptación para esta edición: Yanitizia Canetti.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, Architects Juvenile fiction, Spanish language materials, Stories in rhyme, Picture books","Beascoa,",2019.
Physical,Horizon,BOOK,2020,2,2,Hide and sheep / by Andrea Beaty ; illustrated by Bill Mayer.,NA,"Beaty, Andrea","Sheep Fiction, Counting Fiction, Stories in rhyme Juvenile fiction","Margaret K. McElderry Books,",2011.
Digital,OverDrive,EBOOK,2020,2,1,Ada Twist and the Perilous Pants: The Questioneers Book #2,NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2019
Physical,Horizon,BOOK,2020,2,16,Rosie Revere and the Raucous Riveters / by Andrea Beaty ; illustrated by David Roberts.,NA,"Beaty, Andrea","Engineers Fiction, Inventions Fiction, Failure Psychology Fiction, Perseverance Ethics Fiction, Engineers Juvenile fiction, Inventions Juvenile fiction, Failure Psychology Juvenile fiction, Perseverance Ethics Juvenile fiction","Amulet Books,",2018.
Digital,OverDrive,EBOOK,2020,2,2,Ada Twist's Big Project Book for Stellar Scientists,NA,Andrea Beaty,"Juvenile Nonfiction, Nature, Science, Study Aids & Workbooks",ABRAMS,2018
Physical,Horizon,BOOK,2020,2,31,"Iggy Peck, architect / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Building Juvenile fiction, Schools Juvenile fiction, School field trips Juvenile fiction, Stories in rhyme","Abrams Books for Young Readers,",2007.
Physical,Horizon,BOOK,2020,2,1,Happy birthday Madame Chapeau / words by Andrea Beatty ; pictures by David Roberts.,NA,"Beaty, Andrea","Hats Juvenile fiction, Millinery Juvenile fiction, Birthdays Juvenile fiction, Friendship Juvenile fiction","Abrams Books for Young Readers,",2014.
Digital,OverDrive,EBOOK,2020,2,1,"Pedro Perfecto, arquitecto",NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction","Penguin Random House Grupo Editorial, S.A.U.",2019
Physical,Horizon,BOOK,2020,2,2,"Ada Magnífica, científica / Andrea Beaty ; illustraciones de David Roberts.",NA,"Beaty, Andrea","Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction, Spanish language materials","Beascoa,",2018.
Physical,Horizon,BOOK,2020,2,37,"Ada Twist, scientist / by Andrea Beaty ; illustrated by David Roberts.",NA,"Beaty, Andrea","Stories in rhyme, Curiosity Juvenile fiction, Scientists Juvenile fiction, Science Experiments Juvenile fiction, Perseverance Ethics Juvenile fiction","Abrams Books for Young Readers,",2016.
Digital,OverDrive,EBOOK,2020,2,3,"Rosie Revere, Engineer",NA,Andrea Beaty,"Humor (Fiction), Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2014
Digital,OverDrive,EBOOK,2020,2,1,Attack of the Fluffy Bunnies,NA,Andrea Beaty,"Juvenile Fiction, Juvenile Literature, Science Fiction",ABRAMS,2013
